"Id","Sales"
1,4457
2,6936
3,8508
4,6348
5,6131
6,5340
7,7910
8,7356
9,4678
10,5541
11,6555
12,7625
13,6522
14,8652
15,5110
16,4461
17,5381
18,8955
19,11100
20,9032
21,6652
22,5489
23,5686
24,4056
25,7839
26,9337
27,8853
28,5303
29,4754
30,4728
31,5082
32,9806
33,6734
34,5256
35,4972
36,7127
37,3877
38,6744
39,4009
40,6353
41,7219
42,5284
43,6909
44,5901
45,4308
46,6533
47,6710
48,10238
49,5996
50,7814
51,7053
52,9158
53,6249
54,8735
55,4371
56,4853
57,6041
58,5835
59,8514
60,7177
61,5243
62,7258
63,6094
64,9478
65,3685
66,12287
67,4552
68,5795
69,7969
70,5382
71,5627
72,6029
73,6966
74,4943
75,4720
76,7470
77,7204
78,6549
79,4360
80,6889
81,10283
82,6252
83,4650
84,6512
85,5901
86,6514
87,6504
88,3880
89,7128
90,5715
91,6801
92,6395
93,4157
94,6626
95,4715
96,6940
97,8956
98,5037
99,5054
100,5981
101,5585
102,5095
103,7870
104,6350
105,7370
106,5425
107,4454
108,5982
109,8083
110,8218
111,7497
112,7481
113,5475
114,8157
115,5324
116,7119
117,8609
118,6266
119,9468
120,7565
121,7194
122,5757
123,6750
124,7317
125,6004
126,3844
127,5582
128,7452
129,6762
130,4749
131,8223
132,6551
133,5501
134,5428
135,5308
136,6963
137,7003
138,6528
139,5011
140,4566
141,6237
142,3551
143,6020
144,4634
145,8580
146,6740
147,6244
148,7939
149,4966
150,4653
151,9859
152,6406
153,7675
154,7419
155,5386
156,5768
157,5289
158,7631
159,10782
160,6147
161,3063
162,4593
163,7572
164,8298
165,5832
166,6741
167,4703
168,5437
169,3123
170,4824
171,5726
172,6254
173,7060
174,5713
175,7561
176,8583
177,7294
178,4410
179,9138
180,9954
181,5911
182,7511
183,4884
184,6070
185,3966
186,6979
187,4708
188,8569
189,7000
190,8327
191,8159
192,5357
193,7782
194,18477
195,10075
196,5431
197,2690
198,5808
199,9296
200,5582
201,11689
202,19705
203,3207
204,5052
205,9974
206,4611
207,8857
208,6473
209,6709
210,3802
211,6578
212,5999
213,7152
214,7735
215,6192
216,5744
217,6703
218,4730
219,4523
220,7403
221,5508
222,5926
223,6663
224,5996
225,4897
226,7067
227,6794
228,8014
229,5916
230,6826
231,5516
232,3392
233,6070
234,7074
235,4925
236,4430
237,8875
238,6950
239,8523
240,6514
241,5489
242,5303
243,4456
244,9437
245,4742
246,7732
247,14918
248,7080
249,8051
250,4853
251,4436
252,6977
253,3931
254,6334
255,9937
256,5314
257,14181
258,13716
259,4714
260,6921
261,4980
262,6385
263,5273
264,10422
265,7044
266,8485
267,4471
268,6747
269,4618
270,8326
271,6682
272,5743
273,6542
274,5585
275,7611
276,9683
277,5303
278,9486
279,6699
280,8937
281,4656
282,5014
283,4999
284,9036
285,6410
286,7631
287,6451
288,8215
289,4286
290,7881
291,6165
292,3914
293,13275
294,17408
295,6555
296,7400
297,8992
298,9959
299,10453
300,5736
301,7154
302,5572
303,7903
304,3990
305,5311
306,5079
307,5342
308,7318
309,4899
310,4363
311,5792
312,3722
313,4357
314,5440
315,5908
316,8647
317,7937
318,7272
319,6134
320,5997
321,11018
322,7552
323,5137
324,4193
325,8506
326,4425
327,6483
328,3341
329,4788
330,7257
331,5968
332,4932
333,8178
334,9683
335,11357
336,5807
337,9245
338,3143
339,5062
340,5915
341,4070
342,7456
343,5000
344,4951
345,8294
346,11301
347,9501
348,5215
349,5376
350,7566
351,6588
352,6114
353,4489
354,6674
355,9671
356,4323
357,6074
358,7127
359,7591
360,13099
361,5924
362,12062
363,6789
364,5120
365,3749
366,5839
367,6050
368,4969
369,7179
370,4348
371,4473
372,6814
373,3361
374,7520
375,6176
376,7454
377,7797
378,5067
379,8755
380,6358
381,4813
382,4817
383,5146
384,10502
385,6570
386,4737
387,7237
388,7998
389,6517
390,5967
391,8047
392,5376
393,5504
394,5519
395,8448
396,5980
397,6025
398,5141
399,4908
400,3729
401,5270
402,7926
403,8196
404,9999
405,10343
406,7751
407,4466
408,4917
409,10404
410,9577
411,6894
412,8283
413,8083
414,5426
415,3902
416,10297
417,5169
418,6320
419,6100
420,2821
421,10795
422,5603
423,4854
424,4516
425,5445
426,6469
427,7648
428,6231
429,4417
430,4903
431,4004
432,3257
433,6911
434,18021
435,5313
436,5288
437,6214
438,4876
439,5291
440,4478
441,4383
442,6874
443,6793
444,3760
445,8256
446,5216
447,4797
448,8068
449,7595
450,10173
451,5403
452,7001
453,4545
454,5638
455,13589
456,8829
457,6254
458,4782
459,4653
460,5564
461,5290
462,10868
463,4853
464,5523
465,6809
466,4473
467,6278
468,6915
469,7677
470,6675
471,3999
472,5395
473,6460
474,9165
475,8564
476,6368
477,4316
478,7059
479,5704
480,4452
481,7198
482,7199
483,6186
484,5436
485,6187
486,7245
487,5314
488,6568
489,6527
490,5286
491,8792
492,5740
493,4682
494,10897
495,6133
496,3444
497,7739
498,8494
499,10318
500,5019
501,5677
502,5733
503,6988
504,5740
505,7517
506,3182
507,5744
508,6243
509,5646
510,4643
511,6579
512,7851
513,4557
514,8307
515,6339
516,8353
517,4387
518,6267
519,5752
520,7020
521,7728
522,5629
523,7595
524,7505
525,7156
526,4676
527,3578
528,6766
529,6657
530,7859
531,7089
532,5508
533,8191
534,6657
535,6299
536,7357
